Subcategory,Audio Name,Questions,Concerns,Emotions,Preferences
Visit,6bcaa1d5be01cb86f07590ccb996179r.mp3,"['Regarding availability or do you want?', 'After the idea is to start or just researching on those?']",,,['Interested in the availability and details of the units']
Visit,81e8f9f48a451631f864b1bb91e217ad.mp3,['Are bike parking and car parkings included in the amenities?'],['Understanding of included amenities'],"['The customer seems interested in the project details and is seeking clarity on various aspects like registration charges, amenities, project completion date, payment process, and negotiation options.']","['Interest in knowing the included amenities like bike parking, car parkings, swimming pool, gym, cycling, jogging track, etc.']"
Visit,1684902583.462799.mp3,"['Can you also share the availability of floors?', 'Can you share the floor plans of 1900 SFT?']",,"['Interested in the floor plans and availability', 'Curious about the property details and offerings', 'Engaged in discussing the features and offers']","['Interested in the availability of different floors', 'Interested in viewing the floor plans']"
Visit,9c96fcfe9347ad9a5f5e44ef11a317b2.mp3,"['Are you aware of the project location?', 'When are you planning to visit the Sheraton location?']",,"['The customer seems satisfied with the information provided and agrees to consider visiting the location.', 'The customer appears to be considering the options and making decisions about visiting the location.']",['Customer prefers to visit the Sheraton location for further discussions.']
Visit,1683185024.2336428.mp3,"['What about road positioning?', 'What are our plans status of your construction?', 'How many more floors are available?']","['Road construction and positioning.', 'Land acquisition and boundary issues.', 'Budget constraints and financial implications.']","['Interest in the details of the property and surrounding developments.', 'Confusion regarding land acquisition and construction progress.']","['Willingness to visit the site for further discussions.', 'Preference for detailed information on construction status and available floors.']"
Visit,1682584636.869825.mp3,['What is the grace schedule for this project?'],,['The customer seems interested in specific details like room sizes and facing directions of the flats.'],
Visit,4350091c8e9352103dc6f7106d22177l.mp3,"['Is there a pre-booking or pre-launch offer available?', 'Will there be any amenity charges?', ""Do you understand the project's location?""]","['Details about amenity charges', 'Availability of project details before RERA approval', 'Pre-booking or pre-launch offer details', ""Understanding the project's location"", 'Location of the offices for meeting']","['Anticipation for further details and discussions', 'Determination to understand pricing and amenities', 'Curiosity about project details and location']","['Interested in understanding project location and details', 'Interested in pre-booking offers and timelines']"
Visit,328537d41c1429bb3786779befbd178j.mp3,['What will be the handover date for the property?'],['Customer cannot visit the sales office as they are outside India.'],,
Visit,0db5ec5ba188d59ea5d0c2e4765417b6.mp3,"['When is the due date for the property?', 'Is the pricing for the property fixed or negotiable?', 'When will be the possession date of the property?']","['Seeking information about the property', 'Clarification on pricing and negotiation terms']","['Seems interested in understanding the payment schedule and possession date', 'Curious and inquiring about property details']",
Visit,cb11def02068f4f2997748d9d5c617aj.mp3,['What do i need?'],"['Land acquisition and construction details', 'Details on fees and payments']",['Interest in commercial and residential properties'],"['Exploring options for commercial and residential properties', 'Looking for information on property prices and availability']"
Visit,3fad0ef1e0df3f008a9e35c3214d178b.mp3,['What will be the price including amenities and everything?'],['Customer is concerned about the pricing including amenities and other costs'],,
Visit,2506b0f916570da3fae5ac2daf1b1795.mp3,['Can you please send me the cost sheet and availability for each facing apartment?'],['Concern about the position and deadline for the property'],,['Prefer clear communication and details regarding the property']
Visit,3c8aa68922c0287de7710ef25a68177k.mp3,"['What are the completion timelines for the new project?', 'Is the access road towards Continental Hospital or the service road?']","['Clarification on the access road towards Continental Hospital.', 'Concerns about the budget bracket and property sizes available.']",['Enthusiasm to visit the sales office and discuss property options.'],['Preference to visit the sales office to discuss property options in person.']
Visit,9b06d1e254f1afaafe9348e1102117a6.mp3,"['Are there two beds and three bedrooms available?', 'Please also place the location as well.']",['Request for more information on the project and model flat'],['Interested in exploring the model flat and project location'],['Desire to see the model flat and other available options']
Visit,ce535a0362e46630c0a3a392db5d17c1.mp3,"['What exactly is included in the offer?', 'Is there a specific rate for different floors in the building?']",['Availability of model flat for viewing'],['Interest in visiting the model flat for viewing'],['Interest in understanding the details of the offer and interest payment']
Visit,b227196f1ef203f0138b2558d8af17cf.mp3,['Can you share more details about the project from top to end?'],"['Need complete details about the project', 'Concern about using off-site location and availability of the sales team']","['Confused about the location and details of the project', 'Concerned about the size and details of the project', 'Excited about planning to take a loan and visit the site', 'Satisfied with the response and willing to visit the site']",['Interested in visiting the site and meeting the sales team']
Visit,1684488091.980635.mp3,"['How many flats do you have?', 'What is your expectation for it when the business opens?']",,"['Appreciation and satisfaction towards the information provided by the agent.', 'Expectation for offers or discounts on the property.', 'Confusion about the opening and preparation of GAR campus.']",['Preference for interest reimbursements and loan payment options.']
Visit,7116852fb781885db465a60f0f6c1781.mp3,"['I am looking for a ready-to moving or future also upcoming projects, do you have those?']",,"['The customer appears to be focused on specific details such as pricing, balconies, and completion date.']",
Visit,58c2dbbcf16313e433e277890230179n.mp3,['What amenities are available in the clubhouses?'],['Concern about meeting arrangements for discussing the project'],['Anticipation for future meetings and updates on the project'],"['Interest in the amenities like indoor swimming pools, gym, party halls, and outdoor sports facilities', 'Interest in visiting the site and checking the construction progress']"
Visit,1686911050.413833.mp3,['How much down payment will be required after booking?'],,['Curiosity about the project and interest in the details provided'],['Preference for detailed information about the water facility and amenities']
Visit,1685685924.1020252.mp3,"['When will people come on site?', 'Can you guide me about the investment being better or the land?']",,,['Interest in guidance regarding investments and choosing between options']
Visit,1680252308.1524494.mp3,['Can you come over once?'],"['Detailed process of the project', 'Percentage of greenery and amenities in the project', 'Safety and security measures in the project']","['Eager to visit the project site', 'Thankful for the information provided by the agent']","['Interested in outdoor activities and sports facilities', 'Keen on exploring the amenities and greenery in the project']"
Visit,1686201523.797234.mp3,"['Can we have a meeting at your office?', 'What do you offer regarding the pre EMI offer?']",,['Interested in knowing about the handover date and progress of the project'],['Interested in potentially visiting the project site and having a meeting at the sales office']
Visit,6fef95140032e4c8e68d70cb82b717b5.mp3,['Are you looking for something on a lower floor or a higher floor?'],,,['The customer is interested in receiving detailed floor plans and pricing information before making a decision']
Visit,cdf93d63721abeec2168afd6858d17ci.mp3,['Can hours do your family visit on Saturdays?'],,['The customer seems satisfied and appreciative as they express gratitude and plan to visit again.'],"['The customer shows interest in visiting the project site with their family, indicating a preference for family involvement in the decision-making process.', 'The customer prefers to visit the sales office to understand the EMI offer and other details about the project.']"
Visit,c3c0c327152a62d6ee4840de9fdb179f.mp3,"['When will the estimation for handover of these properties be done?', 'Where is the site located exactly?']","['Concern about the promised road expansions and accessibility', 'Concern about the pricing and affordability within budget constraints', 'Desire for discounts or negotiation on the property price', 'Uncertainty about the promised amenities and features']","['Anxiety about the promised amenities and infrastructure', 'Confusion regarding pricing structure and affordability', 'Skepticism towards the promised road expansions and accessibility']","['Interest in knowing the handover timelines of the properties', 'Interest in the number of floors in the tower for decision-making', 'Preference for assurance on the promised amenities and infrastructure', ""Desire for clear information on the property's location and layout"", 'Interest in getting a discount or better pricing for the property']"
Visit,1687011856.505256.mp3,['What are the charges for each thing?'],,"['Curious about the location and details of the project', 'Excited about visiting the site']","['Wants appointment booking for site visit', 'Interested in knowing the details and elevation of the project']"
Visit,d80baf4fb6d15739c46073df8bcb17cq.mp3,['Do we know idea of location?'],,['Interested'],['Interested in location details and construction progress']
Visit,1683709547.662506.mp3,['Are you looking for East Facing or West-facing Mam?'],['Enquiring about the availability of modern flats'],['Interest and concern about the modern flat availability'],
Visit,1679220825.3364070.mp3,['Are they providing roads in between?'],"['Concern about road access and connectivity to the highway', 'Concern about the readiness of the property (ready to move or under construction)']",['The customer seems eager and curious about the property details and pricing'],"['Preference for a property with good road access and infrastructure', 'Interest in specific property sizes and amenities']"
Visit,1685862968.1429923.mp3,['Can I understand what exactly your requirement is?'],"['Location and distance from known landmarks', 'Payment plan details and stages of construction']","['Interested in the payment plan details and construction progress', 'Concerned about the location and distance of the project']","['Prefers detailed explanation and stages of the payment plan', 'Wants to know the location details and distance from known landmarks']"
Visit,9b2e91aba1abd6cb54dce2d0a8e5179a.mp3,['What is on the right and left sides of Tower A?'],"['Inquiry about the proper communication and understanding between parties due to language barrier.', 'Uncertainty about the surroundings and future developments near the property.']","['Concern and caution regarding the location and future developments near the property.', 'Curiosity and interest in understanding the layout and surroundings of the building.']",['Preference for high-rise buildings and desire to know more about the surroundings.']
Visit,30f144be412ef07d2d5b86bf4f0817c2.mp3,['Do u think its ok to have such location?'],,['Confused about the location and details of the projects'],
Visit,42dc1cbd9e8e086377354db3d6ad17cf.mp3,"['What does the No Pre-MI Offer entail?', 'Is the price inclusive of GST, amenity prices, car parking, corporate fund, and maintenance?']",,"['Curious and inquisitive about the details of the property', 'Eager to receive the location map for further planning', 'Seeking clarification on various aspects of the property', 'Keen on getting a clear picture of the amenities and their costs', 'Enthusiastic about meeting and seeing the location', 'Focused on understanding the terms and conditions of the offer', 'Interested in the investment aspect of the property']",['Preference to receive the location map for planning']
Visit,6b51fad8dd3682a8d8b6bccb0d9a17af.mp3,"['Where is the location of the project site?', 'What are the payment terms for the project?']",,,['Customer prefers to visit the project site on their own without the need for arranged transportation.']
Visit,23d861525cc3cc4f89e0f53dfef3177k.mp3,['Can you tell me about budgets that are not completely out there?'],['Need more time to think before making a decision.'],,
Visit,d7601ec5e0bc3f5b9a073e60df57179d.mp3,"['Is it necessary to have HMDA or RERA approval?', 'Is your office located nearby?']",,['Curiosity about the completion date and project details'],
Visit,d167232a21d31907647f9570b2fe1781.mp3,,['Meeting schedule and arrangements'],['Satisfaction with meeting arrangements'],
Visit,1682753608.1338671.mp3,,"['Cost details and negotiability', 'Understanding the layout and facilities of ASBL Springs project', 'Clarification on car parking arrangements', 'Availability of model house for viewing', 'Clarity on final pricing and negotiations']",,"['Interest in exploring 2BHK and 3BHK options', 'Desire for detailed information about the project features and amenities', 'Interested in visiting the site for better understanding and potential deals']"
Visit,dc4c6da7e6b4ffb11d24ac9b273217ab.mp3,,['Customer concerns about the timing and availability for a visit to the project site.'],"[""There is a sense of urgency and uncertainty in the customer's tone when discussing timing for a site visit, indicating a level of eagerness mixed with a need for confirmation.""]",
Visit,1684038828.1385108.mp3,,"['Accessibility and distance from the main highway', 'Understand the location and surroundings of the project']","['Satisfaction with the amenities and open spaces', 'Curiosity about the project location and amenities']","['Desire for good accessibility and proximity to the main highway', 'Interest in knowing about the project location and amenities']"
Visit,3020b55d4d5a3ff6d645022a3d2117br.mp3,,"['Budget-friendliness of the chosen size of the property.', 'Negotiating prices for car parking and amenities.']","['Curiosity: asking about the age of the property and number of floors.', 'Interest: shown in discussing budget-friendly options and negotiating prices.']","['Desire to understand mortgage units and financial implications for a property purchase.', 'Preference for negotiating prices, especially in terms of car parking and amenities.']"
Visit,1684401675.765035.mp3,,['Desire for an open view from the flat'],"['Customer is considering various options and weighing the pros and cons carefully', 'Expresses a desire for specific features and views in the new flat']",['Considering the view options in tower A and tower B']
Visit,1681452342.778856.mp3,,['Location proximity concerns'],['Curiosity in exploring the available options and rates'],['Inquiry about nearby locations and amenities']
Visit,bc66a9a766444ea89237084f30861791.mp3,,"['Concern about the apartment availability and decision-making', 'Concern about the suggestion for selecting the right apartment tower']",,['Interest in receiving suggestions for selecting the right apartment tower']
Visit,183e662f79ec8b0b153ca1916ae51797.mp3,,['Availability of specific floors for the flats'],,
Visit,1687081375.596328.mp3,,['Concern about the sizes of upcoming towers and availability of different sizes'],,
Visit,1678790823.2692681.mp3,,['Concern about the location specifics'],['Interest in the location details and connectivity'],"['Interest in understanding the construction process and timeline', 'Interest in knowing the location details and connectivity options']"
Visit,1684134893.70736.mp3,,"['Concern about the location of the property', 'Clarification on the type of flat being viewed']","['Interest in the pricing and negotiation options', 'Curiosity about the location and amenities']",
Visit,c028b350faee862d031c7034067d177d.mp3,,['Availability of lower floors with good views'],"['Confusion about availability and preferences', 'Interest in exploring different tower options']",
Visit,1682057553.944967.mp3,,"['Clarifications on additional costs like GST, registration, and negotiation scope']",['The customer seems attentive and interested in understanding the details of the properties'],"['Interest in negotiating the pricing and exploring options for additional features or benefits', 'Interested in visiting the model flat at Spire to understand the construction quality and end product appearance']"
Visit,f817a69357a8ee72a6c7504c88cc17am.mp3,,['Concern about being ready to move in property by a specific time'],,['Customer prefers to visit the site on November 1st Sunday for the financial district and Kokapet locations']
Visit,9e6735de756b236254fb9b05767117c9.mp3,,['Customer may be concerned about the exact location and details of the property.'],['The customer seems to be inquisitive and interested in gathering detailed information about the property.'],['The customer seems to prefer detailed explanations and visual representations of the property.']
Visit,a71f34dd483a8f25d643228789d2179j.mp3,,['Details about the project'],,"['Interest in the location and features of the apartment project', 'Interest in visiting the site for more information']"
Visit,3dcc77858bb5469bf1ad6cb1343d179q.mp3,,['Concern about the availability of flats in Uppal Pocharum and its suitability in terms of location.'],,['Interest in the virtual option for discussing the property details from home.']
Visit,f222414b3ba5e3e25e54cd1403f517c6.mp3,,['Difficulty in scheduling a call due to different locations.'],,['Interest in discussing further details and potential call scheduling.']
Visit,54815578debf2aa17153ca4e0a8f17b3.mp3,,['Concern about the size and features of the bedrooms.'],,
Visit,a1f69906c0ff06dbbbb6da18fce117a6.mp3,,['Query regarding the construction status of the property.'],['There is a sense of curiosity and eagerness to explore options and gather information about the available projects.'],
Visit,96d385e8301a865e65668e44017517cr.mp3,,['Customer expresses concern about being asked to visit the site for complete information despite already knowing some details.'],"[""There is a hint of frustration in the customer's tone when expressing that they have already visited the site but are still being asked to visit for complete information.""]",
Visit,d4624682fcaea9357a80c08d7a1217b2.mp3,,,['Expresses willingness to visit the site and make decisions based on the information provided'],"['Indicates plans to visit the site and make a decision soon', 'Mentions preference for a location with car parking amenities']"
Visit,1680943200.980247.mp3,,,['Interest in understanding the financial aspects and future projections of the property'],"['Interested in the details of the property cost, rates, and financial terms']"
Visit,ff804bc9cd07fba925a14ea1635817cn.mp3,,,['Curiosity about the property details and offers'],"['Preference for detailed information about the property and its history', 'Interest in understanding the payment terms and flexibility options']"
Visit,1681191141.210732.mp3,,,['Customer expresses a preference for properties with specific features like a larger balcony sit out area and an east-facing balcony'],
Visit,1682490563.564997.mp3,,,['The customer seems curious and interested in the property details'],
Visit,48563c91ceb70c58e0caed97f46917ad.mp3,,,['The customer appears to be thoughtful and considering various aspects before making a decision'],"['Customer expresses interest in visiting the property if everything is satisfactory', 'Customer prefers to have a clear understanding of possession dates and project details before proceeding']"
Visit,fe535da58e2ffdc8dd11fe3d1c211777.mp3,,,['Understanding of the sales process and agreements'],['Desire to view brochure and floor plans']
Visit,387314afa11a591b0a3ed072881617cm.mp3,,,['Excitement to visit Nanakram Gurdwara'],
Visit,1685536796.703348.mp3,,,['The customer sounds curious and inquisitive about the property details'],"['Interest in knowing the pricing details of the property', 'Preference to visit the site for further discussions']"
Visit,1680344549.1698565.mp3,,,,['Customer preferred to receive all the details about the project before the visit.']
Visit,1684474754.899294.mp3,,,,['Customer preferred to know the name of the site manager.']
Demographics,1681626075.1082396.mp3,"['What is your budget?', 'What all requirements do you have in mind regarding the area of your budget?', 'What is the best price for your project details and pricing?']","['Concern about the budget requirements and area specifications.', 'Customer preference and satisfaction with the deal offered.', 'Market research to understand the price trend and waiting for better deals.', 'Comparing the project with other builders like Prestige and Beverly Hills.']","['Patiently waiting for better offers and analyzing market trends.', 'Comparing different builders and projects to make an informed decision.', 'Showing interest in customer satisfaction and fair deals.', 'The customer seems inquisitive and interested in understanding the project details and pricing.']","['Customer prefers fair deals and is interested in market research for better pricing.', 'Customer prefers to analyze all options before making a purchase.']"
Demographics,1683014495.1846611.mp3,"['How can income increment impact loan eligibility?', 'What are the sources of revenue apart from the current income?', ""How many years has the customer's father been working in the IT field?"", ""How much does the customer's father earn per year?""]","[""Lack of clarity on father's income stability"", ""Uncertainty about father's contribution to income""]","['Uncertainty about the stability of income sources', 'Confusion about loan eligibility criteria and processes', ""Anxiety about father's income stability and its impact on loan eligibility""]","['Preference for clear information on income sources and stability', 'Interest in exploring how income increment can enhance loan eligibility', 'Interest in understanding loan eligibility criteria and funding limits']"
Demographics,fe535da58e2ffdc8dd11fe3d1c211777.mp3,"[""What's the score fit rate?""]",,['Understanding of the sales process and agreements'],
Demographics,7b4f0b6d01330b2f5e8514b064f917ae.mp3,['Are there any specific amenities provided?'],,,
Demographics,1678790823.2692681.mp3,"['What about floorwise?', 'What is the difference between them?', 'What is the purpose of Corpuses Fund?', 'How much approximately does one km have?']",['Concern about the location specifics'],['Interest in the location details and connectivity'],"['Preference for clear pricing information and breakdown', 'Interest in knowing the location details and connectivity options']"
Demographics,38ba9dc20e9dc9609e8bfad2d87317ao.mp3,"['What are the prices for loft and Spectra properties?', 'Are there two properties being discussed?']","['Verification of the group owning the property', 'Verification of the price details for loft and Spectra properties', 'Understanding the layout and size of the apartments']","['There seems to be a sense of eagerness to visit the property and gather more information, as indicated by the inquiries about visiting timings and price details.']","['Preference for communication over WhatsApp for sharing details and contact information', 'Interest in understanding the specifics of the apartment layout, size, and pricing']"
Demographics,42b21b75e1caa7a50fc7c7c77242179e.mp3,"['Will you be opting for a loan or self-funding?', 'What kind of requirements do you have for the flat?', 'How much is the total cost including amenities, is it close to 1.90 or 9?', 'Who are the builders of the project?']",,['The customer seems to be inquisitive and interested in exploring options based on budget and preferences.'],"['Preference for transparent communication and clear details regarding the project.', 'Interest in exploring different locations and amenities before making a decision.']"
Demographics,d4624682fcaea9357a80c08d7a1217b2.mp3,"['How many floors are those?', 'What about Amazon income? Do you have any idea for that?']","[""Seeking details about Amazon's income for reference""]","['The customer seems to be inquisitive about financial aspects and income details for reference', 'Expresses willingness to visit the site and make decisions based on the information provided']","[""Interested in knowing about Amazon's income for comparison""]"
Demographics,4350091c8e9352103dc6f7106d22177l.mp3,"['What size apartment are you looking for?', 'Can the pricing for Spectra be discussed?', 'What is the pricing for the different sizes of apartments?']","['Amenities or benefits for Spectra pricing', 'Clarity on benefits of upfront payment', 'Negotiability of pricing', 'Pre-booking or pre-launch offer details', 'Apartment size and pricing details']","['Interest in apartment sizes and pricing', 'Determination to understand pricing and amenities']","['Interested in understanding project location and details', 'Prefers clarity on pricing negotiability and Spectra amenities', 'Prefers clarity on apartment sizes and pricing']"
Demographics,2eb59febc7943a2436d0c147005d178b.mp3,"['How will fit without seeing, how will get an idea of what are going to be?']",['Concern about the readiness of the sample flat'],"['Interested in the pricing details and negotiation possibilities', 'Confusion about the readiness of the sample flat and future fittings']","['Interest in understanding the project locations and layout details', 'Preference for clarity on the pricing and charges before making a decision']"
Demographics,6bcaa1d5be01cb86f07590ccb996179r.mp3,"['Do you want to share your details?', 'Regarding availability or do you want?']","['Skepticism about builders playing games on sales', 'Concern about the availability of units due to high sales percentage']",['Skepticism towards sales tactics of builders'],['Interested in the availability and details of the units']
Demographics,1683709547.662506.mp3,['Are you looking for East Facing or West-facing Mam?'],['Enquiring about the availability of modern flats'],['Interest and concern about the modern flat availability'],
Demographics,1683093964.2015558.mp3,"['What is the area of the project?', 'What are the details about the available units?']",,"['Satisfaction with the explanation provided', 'Interest in the available units']","['Interest in specific unit sizes (1980 and 2210)', 'Preference for East-facing units']"
Demographics,ff804bc9cd07fba925a14ea1635817cn.mp3,['How do they get interest?'],,['Interest in the history and profile of Ashoka Builders India Private Limited'],"['Preference for detailed information about the property and its history', 'Interest in understanding the payment terms and flexibility options', 'Preference for properties with flexible payment options and benefits']"
Demographics,1b13004e84b673b4a38ebbd3bca417ai.mp3,['What are the things included and excluded in the project?'],['Customer seems concerned about the location of the project and its availability of flats on specific levels.'],,
Demographics,d80baf4fb6d15739c46073df8bcb17cq.mp3,"[""You'll like a promotions or something right why so much high?"", 'Can You tell me those detail?']",['Promotions and pricing'],['Interested'],
Demographics,6fef95140032e4c8e68d70cb82b717b5.mp3,"['Can you tell me your direct number?', 'Are you looking for something on a lower floor or a higher floor?', 'Which face are you looking for in the unit?']",,"['The customer seems interested and engaged in understanding the project details and pricing', 'The customer appears cautious and attentive towards the details provided by the agent', ""There is a sense of deliberation and consideration in the customer's responses""]","['The customer prefers a unit on a higher floor with a specific orientation', 'The customer values clear communication and understanding of the unit availability', 'The customer is interested in receiving detailed floor plans and pricing information before making a decision']"
Demographics,ce535a0362e46630c0a3a392db5d17c1.mp3,"['What exactly is included in the offer?', 'Is there a specific rate for different floors in the building?', 'Are the balconies as big as a room?']","['Clarification on pricing based on different floors in the building', 'Availability of model flat for viewing']",,"['Preference for clarity on pricing based on different floors in the building', 'Interest in understanding the details of the offer and interest payment']"
Demographics,48563c91ceb70c58e0caed97f46917ad.mp3,['What are the flat sizes?'],,['The customer appears to be thoughtful and considering various aspects before making a decision'],
Demographics,c3c0c327152a62d6ee4840de9fdb179f.mp3,"['How many floors are there in a tower?', 'Can you share with me the details of Bajat Finance?', 'When will the estimation for handover of these properties be done?', 'What is the rate for finance?']","['Concern about the pricing and affordability within budget constraints', 'Desire for discounts or negotiation on the property price', 'Uncertainty about the promised amenities and features']",['Confusion regarding pricing structure and affordability'],"['Interest in the number of floors in the tower for decision-making', 'Preference for transparent information on finance rates and options', 'Preference for avoiding Bajat Finance and opting for traditional banking']"
Demographics,1685862968.1429923.mp3,['Can I understand what exactly your requirement is?'],"['Location and distance from known landmarks', 'Payment plan details and stages of construction']",['Willingness to receive details and discuss further via email and WhatsApp'],['Interested in knowing the price range first before making a decision']
Demographics,1684488091.980635.mp3,"['Where do you live?', 'How many flats do you have?', 'How much is the base Price?', 'What is your expectation for it when the business opens?']",,"['Appreciation and satisfaction towards the information provided by the agent.', 'Expectation for offers or discounts on the property.', 'Interest in the special features and concepts of the apartments.']","['Preference for interest reimbursements and loan payment options.', 'Interest in the balcony concept and sizes of rooms.', 'Preference for high floors with sunrise and sunset views.']"
Demographics,1684474754.899294.mp3,"['Can you explain the opportunities inside 2BHK-GBS2 and the pricing for that?', 'When will be the occupation?']",,['Customer seems interested in the project details and opportunities available.'],['Customer preferred to receive details over email or through WhatsApp.']
Demographics,51c101a3e5d6b736215cec21ff4d1797.mp3,"['How long does a Terrace Floor target last?', 'What do they give us?']",,,['The customer prefers to receive detailed information and explanations regarding the financial aspects of the property investment.']
Demographics,1683185024.2336428.mp3,"['What about road positioning?', 'What is your closing figure?']","['Land acquisition and boundary issues.', 'Budget constraints and financial implications.']",['Interest in the details of the property and surrounding developments.'],"['Interest in knowing about the pricing and charges.', 'Preference for detailed information on construction status and available floors.']"
Demographics,3c8aa68922c0287de7710ef25a68177k.mp3,['What are the sizes and starting prices for the new project launching in August?'],['Concerns about the budget bracket and property sizes available.'],,['Interest in understanding the pre-EMI offer for a home loan.']
Demographics,035f8423e56b19725157bf016e0d17a7.mp3,"['Okay, so what is like the cost and whatever area?', ""And what area's available?""]",['Available inventory'],['Interest in the cost and available area'],"['Desire to inspect construction quality before making a decision', 'Preference for specific facing of the flat']"
Demographics,d7601ec5e0bc3f5b9a073e60df57179d.mp3,['Do you know about Spectra or ASBL Spectras?'],,,['Preference for locations with HMDA or RERA approval']
Demographics,f85edfc60598cc9fbee814cfd47017am.mp3,['How much should be the payment structure?'],"['Uncertainty about the reputation and awareness of the builder', 'Need for clarification on the size of the flat and quality of construction']",['Interest in understanding the reputation of the builder and the quality of construction'],
Demographics,2fa3c88bc54e994f1ff2153348f917cb.mp3,['What does your position have in mind for such projects?'],,,
Demographics,1684134893.70736.mp3,"['So how much of a return comes?', 'What kind of offers are available?']",['Clarification on the type of flat being viewed'],"['Interest in the pricing and negotiation options', 'Satisfaction with the potential return on investment']",
Demographics,e7424e3198d11727a8822aba096e179g.mp3,['Do you need that information?'],,"['The customer seems curious and interested in the product details', 'The customer is concerned about the availability and configuration of the units']",['Interested in understanding the product details']
Demographics,1686201523.797234.mp3,"[""What's the question you offer in 3BHK?"", 'What does ASBL full form mean?', 'What do you offer regarding the pre EMI offer?']",,,
Demographics,1687011856.505256.mp3,"['What is the area of the society?', 'What are the charges for each thing?']",,['Satisfied with the information provided'],
Demographics,1686720789.604045.mp3,['Is it a gated community?'],['Concern about the location premium and appreciation of the property'],"['Overall, the customer appears to be evaluating the project carefully and considering various factors before making a decision', 'The customer expresses a level of trust in the builder and the project based on their previous interactions and bookings', 'There is a tone of curiosity and eagerness to know more about the project details and offerings']","['Preference for gated community living with open spaces', 'Interest in the amenities provided in the project such as guest rooms, indoor games, walking track, etc.', 'Preference for projects with good location premium and potential for appreciation', 'Interest in the pricing and budget details of the project']"
Demographics,328537d41c1429bb3786779befbd178j.mp3,['Do you have an idea about the ASBL Spectra?'],,,
Demographics,9e6735de756b236254fb9b05767117c9.mp3,"[""Sir what's all about total number?""]","['Customer may be concerned about the exact location and details of the property.', 'Customer may have concerns regarding the total number of properties available.']",['The customer seems to be inquisitive and interested in gathering detailed information about the property.'],['The customer seems to prefer detailed explanations and visual representations of the property.']
Demographics,1680943200.980247.mp3,"['How much approval will be there?', 'How will be the registrations?', 'How much is the rate?', 'So monthly EMI from our pocket till possession, how much will it be?']",,"['Curious about property in Cochlear area', 'Interest in understanding the financial aspects and future projections of the property']","['Interested in the details of the property cost, rates, and financial terms']"
Demographics,23d861525cc3cc4f89e0f53dfef3177k.mp3,"['Can you give me details about the new project launch?', 'Can you tell me about budgets that are not completely out there?']",['Need more time to think before making a decision.'],,
Demographics,3fad0ef1e0df3f008a9e35c3214d178b.mp3,"['What will be the price including amenities and everything?', 'Will bank consider it as a moratorium period or we need to pay interest right from day one even if financial risk?']",['Customer is concerned about the pricing including amenities and other costs'],['The customer seems inquisitive and eager to understand the terms and conditions related to the project and loan options'],['Customer prefers to have detailed explanations and information provided by the sales team before finalizing any decisions']
Demographics,1685685924.1020252.mp3,['Can you guide me about the investment being better or the land?'],['Concern about the timing of the flat being cashed in the market'],,['Preference for clarity on the timing of the flat being cashed in the market']
Demographics,1682057553.944967.mp3,['What is the type of construction and end product look like for Spire and Spectra?'],"['Comparison between Spectra and Spire in terms of community, amenities, and pricing', 'Availability of lower floor units in Spectra and high units in Spire']","['The customer seems attentive and interested in understanding the details of the properties', 'There is curiosity and eagerness to know about the construction quality and end product appearance', 'Overall, the customer appears engaged and inquisitive during the conversation']","['Considering the rental income potential and future value appreciation in the selected location', 'Interest in negotiating the pricing and exploring options for additional features or benefits']"
Demographics,f817a69357a8ee72a6c7504c88cc17am.mp3,['What is the pricing for the ASBL spectra project?'],,"['Customer shows eagerness in planning and preparing for the relocation of family members', 'Customer shows interest and curiosity in knowing details about the apartments and projects', 'Customer seems concerned about the distance and cost factors']",
Demographics,1681452342.778856.mp3,"['Where are you looking sir?', 'How many floors are there?']",['Location proximity concerns'],"['Satisfaction and politeness in interactions', 'Curiosity in exploring the available options and rates']","['Interest in investment opportunities', 'Preference for high-rise gated communities']"
Demographics,23463ad160b3c01c54d70b1f1b8e179n.mp3,['What is the total area and open space of the project?'],['Lack of facings options due to high demand'],,
Demographics,42dc1cbd9e8e086377354db3d6ad17cf.mp3,"['What is the rate per square foot?', 'Is the price inclusive of GST, amenity prices, car parking, corporate fund, and maintenance?']",,"['Curious and inquisitive about the details of the property', 'Satisfied with the responses and information provided', 'Seeking clarification on various aspects of the property']",['Interest in knowing the base price per square foot']
Demographics,1686911050.413833.mp3,['Why this Gated Community?'],['Concern about the number of flats per floor and the reasons for the distribution'],['Curiosity about the project and interest in the details provided'],"['Preference for a low-density area with U-shaped ventilation', 'Interest in negotiation and understanding the pricing structure', 'Preference for detailed information about the water facility and amenities']"
Demographics,58c2dbbcf16313e433e277890230179n.mp3,['What are the base prices for 2BHK and 3BHK units?'],['Uncertainty about the project details and company origins'],,"['Interest in the amenities like indoor swimming pools, gym, party halls, and outdoor sports facilities', 'Preference for specific unit types like 2BHK or 3BHK']"
Demographics,1684144423.125720.mp3,"['How many units are there in the project?', 'What is the difference between Spire and Spectra in terms of available units?']",['Concern about the different sizes and types of units available in Spire and Spectra'],['Curiosity about the different types of units available in the project'],['Interested in exploring the different options available in Spire & Spectra for potential purchase or investment']
Demographics,dc4c6da7e6b4ffb11d24ac9b273217ab.mp3,['What about online sales for square feet?'],['Customer concerns about the timing and availability for a visit to the project site.'],,
